Nom,Indicador Refugi,Latitud,Longitud,Accessibilitat,Aigua potable,Climatització,Àrea Descans,Lavabos,Adreça,Tipologia Refugi,Origen Identificador,Última Actualització,Categoria,Gratuït,Accés Lliure,Equipament_unic
Piscina Coberta del CEM Vintró - Joan Alentorn,080193|PISCINA_COBERTA_DEL_CEM_VINTRO_JOAN_ALENTORN,41.40665,2.186275,Sí,Sí,No informat,Sí,Sí,"C. Consell de Cent, 623-627",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Descoberta del Centre Municipal Tennis Vall Hebron,080193|PISCINA_DESCOBERTA_DEL_CENTRE_MUNICIPAL_TENNIS_VALL_HEBRON,41.42975,2.145472,Sí,Sí,No informat,Sí,Sí,"Pg. Vall d'Hebron, 178-196",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Descoberta del CEM Bon Pastor,080193|PISCINA_DESCOBERTA_DEL_CEM_BON_PASTOR,41.43818,2.201731,Sí,Sí,SI,Sí,Sí,"C. Costa Daurada, 12",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscina Coberta del CEM Can Cuyàs,080193|PISCINA_COBERTA_DEL_CEM_CAN_CUYAS,41.45988,2.168115,Sí,Sí,SI,Sí,Sí,"Av. Rasos de Peguera, 242",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Coberta del CEM Olimpics Vall Hebron,080193|PISCINA_COBERTA_DEL_CEM_OLIMPICS_VALL_HEBRON,41.42807,2.144382,Sí,Sí,No informat,Sí,Sí,"Pg. Vall d'Hebron, 166-176",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Coberta del CEM Turó de la Peira,080193|PISCINA_COBERTA_DEL_CEM_TURO_DE_LA_PEIRA,41.43286,2.172184,Sí,Sí,SI,Sí,Sí,"C. Sant Iscle, 50",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Descoberta de La Clota,080193|PISCINA_DESCOBERTA_DE_LA_CLOTA,41.42609,2.149446,Sí,Sí,No informat,Sí,Sí,"Pl. Clota, s/n",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscines Municipals Montjuïc,080193|PISCINES_MUNICIPALS_MONTJUIC,41.36906,2.164596,Sí,Sí,No informat,Sí,Sí,"Av. Miramar, 31-37",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Coberta del CEM Piscina Sant Jordi,080193|PISCINA_COBERTA_DEL_CEM_PISCINA_SANT_JORDI,41.38906,2.147353,Sí,Sí,No,Sí,Sí,"C. París, 114",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscines Cobertes del CEM Can Dragó,080193|PISCINES_COBERTES_DEL_CEM_CAN_DRAGO,41.43657,2.183127,Sí,Sí,Sí,Sí,Sí,"C. Roselló i Porcel, 7-11",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscines Coberta del CEM Perill,080193|PISCINES_COBERTA_DEL_CEM_PERILL,41.3994,2.161506,Sí,Sí,No informat,Sí,Sí,"C. Perill, 16-22",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina del Llac del Parc de la Creueta del Coll,080193|PISCINA_DEL_LLAC_DEL_PARC_DE_LA_CREUETA_DEL_COLL,41.41861,2.148139,Sí,Sí,No (aire lliure),Sí,Sí,"Pg. Mare de Déu del Coll, 89",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Castell de Torre Baró,080193|CASTELL_DE_TORRE_BARO,41.45134,2.176295,Sí,Sí,Sí,Sí,Sí,"Ctra. Alta de Les Roquetes, 309",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament de Ciutat,Sí,Restringit,True
Centre Artesà Tradicionàrius - CAT,080193|CENTRE_ARTESA_TRADICIONARIUS_CAT,41.40255,2.154436,Sí,Sí,Sí,Sí,Sí,Pl. Anna Frank,Entitats culturals,Ajuntament de Barcelona,2026-06-23 15:23:00,Entitat Cultural,Sí,Sí,True
Centre Comercial Arenas de Barcelona,080193|CENTRE_COMERCIAL_ARENAS_DE_BARCELONA,41.3763,2.149305,Sí,Sí,Sí,Sí,Sí,"G.V. Corts Catalanes, 373-385",Centres comercials,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Comercial,No,Sí,True
Centre Comercial Diagonal Mar,080193|CENTRE_COMERCIAL_DIAGONAL_MAR,41.40967,2.21573,Sí,Sí,Sí,Sí,Sí,"Av. Diagonal, 3",Centres comercials,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Comercial,No,Sí,True
Centre d'Atenció Integral (CAI) Marina,080193|CENTRE_D_ATENCIO_INTEGRAL_CAI_MARINA,41.35952,2.145259,Sí,Sí,Sí,Sí,Sí,"C. Foc, 97",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Clinica Sant Antoni,080193|CLINICA_SANT_ANTONI,41.35574,2.143519,Sí,Sí,Sí,Sí,Sí,"C. Sant Eloi, 6-8",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament Sanitari,Sí,Restringit,True
Pati de l'escola Seat,080193|PATI_DE_L_ESCOLA_SEAT,41.35988,2.137412,Sí,Sí,No,Sí,Sí,"C. Mecànica, 24 (entrada pel Pg. Zona Franca, 171 B)",Patis d'Escola,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola,Sí,Restringit,True
Parròquia de Santa Agnés,080193|PARROQUIA_DE_SANTA_AGNES,41.40102,2.14446,Sí,Sí,Sí,Sí,Sí,"C. Sant Elies, 23",Centres de culte,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre de Culte,Sí,Parcialment,True
Parròquia de Sant Vicenç de Sarrià,080193|PARROQUIA_DE_SANT_VICENC_DE_SARRIA,41.39985,2.12152,Sí,Sí,Sí,Sí,Sí,"Pl. Sarrià, 10",Centres de culte,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre de Culte,Sí,Parcialment,True
Punt d'Activitat de Creu Roja a Sants-Montjuïc,080193|PUNT_D_ACTIVITAT_DE_CREU_ROJA_A_SANTS_MONTJUIC,41.36111,2.135446,Sí,Sí,Sí,Sí,Sí,"C. Francesc Boix Campo, 6",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Entitat Social,Sí,Restringit,True
Parròquia de Sant Miquel del Port,080193|PARROQUIA_DE_SANT_MIQUEL_DEL_PORT,41.38001,2.188571,Sí,Sí,Sí,Sí,Sí,"C. Sant Miquel, 39",Centres de culte,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre de Culte,Sí,Parcialment,True
Casal de Barri La Cosa Nostra,080193|CASAL_DE_BARRI_LA_COSA_NOSTRA,41.43387,2.167966,Sí,Sí,Sí,Sí,Sí,"C. Biure, 1",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Casal de Barri Verdun,080193|CASAL_DE_BARRI_VERDUN,41.44407,2.17517,Sí,Sí,Sí,Sí,Sí,"C. Luz Casanova, 4",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Casal de Barri de Vallbona,080193|CASAL_DE_BARRI_DE_VALLBONA,41.46437,2.185937,Sí,Sí,Sí,Sí,Sí,"C. Oristà, 8-10",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Parc de les Tretze Roses,080193|PARC_DE_LES_TRETZE_ROSES,41.35155,2.140259,Sí,Sí,No,Sí,No,"C. d'Ascó, 22",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Parròquia de Maria Mitjancera,080193|PARROQUIA_DE_MARIA_MITJANCERA,41.38494,2.143992,Sí,Sí,Sí,Sí,Sí,"C. Entença, 198-200",Centres de culte,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre de Culte,Sí,Parcialment,True
Mercat de l'Abaceria,080193|MERCAT_DE_L_ABACERIA,41.40331,2.164824,Sí,Sí,Sí,Sí,Sí,"Pg. Sant Joan, 181",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Jocs d'aigua de Canyelles,080193|JOCS_D_AIGUA_DE_CANYELLES,41.4423,2.162721,Sí,Sí,No (aire lliure),Sí,No,"C. Juan Ramón Jiménez, 14",Jocs d'aigua,Ajuntament de Barcelona,2026-06-23 15:23:00,Joc d'Aigua,Sí,Sí,True
Jocs d'aigua de les Rieres d'Horta,080193|JOCS_D_AIGUA_DE_LES_RIERES_D_HORTA,41.4309,2.155467,Sí,Sí,No (aire lliure),Sí,No,"Av. Estatut de Catalunya, 21",Jocs d'aigua,Ajuntament de Barcelona,2026-06-23 15:23:00,Joc d'Aigua,Sí,Sí,True
Jocs d'aigua de Bon Pastor,080193|JOCS_D_AIGUA_DE_BON_PASTOR,41.43774,2.207129,Sí,Sí,No (aire lliure),Sí,No,Pl. de la Lluita per les Llibertats,Jocs d'aigua,Ajuntament de Barcelona,2026-06-23 15:23:00,Joc d'Aigua,Sí,Sí,True
Jocs d'aigua del Canòdrom,080193|JOCS_D_AIGUA_DEL_CANODROM,41.42722,2.183146,Sí,Sí,No (aire lliure),Sí,No,"C. Can Ros, 35",Jocs d'aigua,Ajuntament de Barcelona,2026-06-23 15:23:00,Joc d'Aigua,Sí,Sí,True
Centro Galego de Barcelona,080193|CENTRO_GALEGO_DE_BARCELONA,41.37939,2.174737,Sí,Sí,Sí,Sí,Sí,"C. Rambla, 35-37",Entitats culturals,Ajuntament de Barcelona,2026-06-23 15:23:00,Entitat Cultural,Sí,Sí,True
Fundació Casa Asil Sant Andreu de Palomar,080193|FUNDACIO_CASA_ASIL_SANT_ANDREU_DE_PALOMAR,41.4388,2.186085,Sí,Sí,Sí,Sí,Sí,"C. Agustí i Milà, 72",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Entitat Social,Sí,Restringit,True
Casal Cívic i Comunitari - La Barceloneta,080193|CASAL_CIVIC_I_COMUNITARI_LA_BARCELONETA,41.38045,2.188552,Sí,Sí,Sí,Sí,Sí,"C. Baluard, 28",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Casal Cívic i Comunitari - Horta,080193|CASAL_CIVIC_I_COMUNITARI_HORTA,41.4266,2.156329,Sí,Sí,Sí,Sí,Sí,"C. Tolrà, 13-21 bxs",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Casal Cívic i Comunitari - Guineueta,080193|CASAL_CIVIC_I_COMUNITARI_GUINEUETA,41.44035,2.16655,Sí,Sí,Sí,Sí,Sí,"C. Guineueta, 19",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Casal Cívic i Comunitari - Prosperitat,080193|CASAL_CIVIC_I_COMUNITARI_PROSPERITAT,41.44193,2.180498,Sí,Sí,Sí,Sí,Sí,"C. de Pablo Iglesias, 8",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Casal Cívic i Comunitari - Trinitat Vella,080193|CASAL_CIVIC_I_COMUNITARI_TRINITAT_VELLA,41.44975,2.191259,Sí,Sí,Sí,Sí,Sí,"C. de la Madriguera, 38-42 baixos",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Casal Cívic i Comunitari - Verdum,080193|CASAL_CIVIC_I_COMUNITARI_VERDUM,41.44423,2.175522,Sí,Sí,Sí,Sí,Sí,"C. Luz Casanova, 8-10",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Casal Cívic i Comunitari - Verdum Artesania,080193|CASAL_CIVIC_I_COMUNITARI_VERDUM_ARTESANIA,41.44243,2.172552,Sí,Sí,Sí,Sí,Sí,"C. de l'Artesania, 96-98",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Casal Cívic i Comunitari - Bac de Roda,080193|CASAL_CIVIC_I_COMUNITARI_BAC_DE_RODA,41.41443,2.195884,Sí,Sí,Sí,Sí,Sí,"C. Bac de Roda, 190",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Casal Cívic i Comunitari - La Pau,080193|CASAL_CIVIC_I_COMUNITARI_LA_PAU,41.42316,2.20858,Sí,Sí,Sí,Sí,Sí,"C. Pere Verges 1, 8a planta",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Casal Cívic i Comunitari - Sants,080193|CASAL_CIVIC_I_COMUNITARI_SANTS,41.38005,2.1335,Sí,Sí,Sí,Sí,Sí,"C. Violant Hongria Rna Aragó, 135",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Jocs d'aigua de la font de la pl. Maresme,080193|JOCS_D_AIGUA_DE_LA_FONT_DE_LA_PL_MARESME,41.41213,2.215649,Sí,Sí,No (aire lliure),Sí,No,Pl. del Maresme,Jocs d'aigua,Ajuntament de Barcelona,2026-06-23 15:23:00,Joc d'Aigua,Sí,Sí,True
Jocs d'aigua de la plaça de les Caramelles,080193|JOCS_D_AIGUA_DE_LA_PLACA_DE_LES_CARAMELLES,41.38231,2.167777,Sí,Sí,No (aire lliure),Sí,No,Pl. de les Caramelles,Jocs d'aigua,Ajuntament de Barcelona,2026-06-23 15:23:00,Joc d'Aigua,Sí,Sí,True
Jocs d'aigua dels jardins de Sant Joan de Déu - Illa Diagonal,080193|JOCS_D_AIGUA_DELS_JARDINS_DE_SANT_JOAN_DE_DEU_ILLA_DIAGONAL,41.38902,2.135393,Sí,Sí,No (aire lliure),Sí,No,"Av. Diagonal, 557",Jocs d'aigua,Ajuntament de Barcelona,2026-06-23 15:23:00,Joc d'Aigua,Sí,Sí,True
Jocs d'aigua de la Plaça de les Glòries,080193|JOCS_D_AIGUA_DE_LA_PLACA_DE_LES_GLORIES,41.40407,2.185749,Sí,Sí,No (aire lliure),Sí,No,Pl. de les Glòries Catalanes,Jocs d'aigua,Ajuntament de Barcelona,2026-06-23 15:23:00,Joc d'Aigua,Sí,Sí,True
Centre Ton i Guida,080193|CENTRE_TON_I_GUIDA,41.44633,2.175171,Sí,Sí,Sí,Sí,Sí,"C. Romaní, 6",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Entitat Cultural,Sí,Sí,True
Casal de Barri de Torre Baró,080193|CASAL_DE_BARRI_DE_TORRE_BARO,41.45951,2.180674,Sí,Sí,Sí,Sí,Sí,"Av. d'Escolapi Càncer, 5",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Casal de Barri de Prosperitat,080193|CASAL_DE_BARRI_DE_PROSPERITAT,41.44162,2.179794,Sí,Sí,Sí,Sí,Sí,Pl. d'Àngel Pestaña,Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Casal de Barri Trinitat Nova - Som La Pera,080193|CASAL_DE_BARRI_TRINITAT_NOVA_SOM_LA_PERA,41.45266,2.187632,Sí,Sí,Sí,Sí,Sí,"C. de Garbí, 3",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Bib. Sarrià - J.V.Foix,080193|BIB_SARRIA_J_V_FOIX,41.39956,2.121155,Sí,Sí,Sí,Sí,Sí,"Pl. de Sarrià, 1",Biblioteques,Ajuntament de Barcelona,2026-06-23 15:23:00,Biblioteca,Sí,Sí,False
Centre Civic Sant Andreu,080193|CENTRE_CIVIC_SANT_ANDREU,41.43084,2.189411,Sí,Sí,Sí,Sí,Sí,"C. Gran de Sant Andreu, 111",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Sala Pepita Casanelles (CC Casa del Rellotge),080193|SALA_PEPITA_CASANELLES_CC_CASA_DEL_RELLOTGE,41.36095,2.138005,Sí,Sí,Sí,Sí,Sí,"Pl. de l'Orgull, 1",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
CC Albareda,080193|CC_ALBAREDA,41.37399,2.17325,Sí,Sí,Sí,Sí,Sí,"C. d'Albareda, 22",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Col·legi de Metges de Barcelona,080193|COL_LEGI_DE_METGES_DE_BARCELONA,41.40421,2.129325,Sí,Sí,Sí,Sí,Sí,"Pg. de la Bonanova, 47",Altres,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament Sanitari,Sí,Restringit,True
Foodcoop BCN,080193|FOODCOOP_BCN,41.38557,2.157338,Sí,Sí,Sí,Sí,Sí,"Ptge. d'Aragó, 9",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,Sí,True
Sala Barcelona del Museu Terra,080193|SALA_BARCELONA_DEL_MUSEU_TERRA,41.40203,2.196899,Sí,Sí,Sí,Sí,Sí,"C. de Pere IV, 141",Museus,Ajuntament de Barcelona,2026-06-23 15:23:00,Museu,Parcialment,Sí,True
Associació de Comerciants Creu Coberta,080193|ASSOCIACIO_DE_COMERCIANTS_CREU_COBERTA,41.376,2.143145,Sí,Sí,Sí,Sí,Sí,"C. Callao, 9",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Casa Sanzano,080193|CASA_SANZANO,41.40471,2.176492,Altres,Sí,Sí,Sí,Sí,"C. Lepant, 276",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Farmàcia Jacas Mateu,080193|FARMACIA_JACAS_MATEU,41.40335,2.177716,Sí,Sí,Sí,Sí,No,"C. València, 470",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Llibreria Byron,080193|LLIBRERIA_BYRON,41.38338,2.161679,Sí,Sí,Sí,Sí,Sí,"C. de Casanova, 32",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Espai Social Torrent d'en Mariner,080193|ESPAI_SOCIAL_TORRENT_D_EN_MARINER,41.40369,2.170008,Sí,Sí,Sí,Sí,Sí,"Ptge. de Mariner, 13-17",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Fundació Gentis - Concili de Trento,080193|FUNDACIO_GENTIS_CONCILI_DE_TRENTO,41.4114,2.192965,Sí,Sí,Sí,Sí,Sí,"C. Concili de Trento, 42, Baixos – Local 1",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Fundació Gentis - Raval,080193|FUNDACIO_GENTIS_RAVAL,41.37955,2.170168,Sí,Sí,Sí,Sí,Sí,"C. Sant Rafael 10, Baixos (=C. Maria Casas Mira, 10, Baixos)",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
EAP Sardenya,080193|EAP_SARDENYA,41.40948,2.165579,Sí,Sí,Sí,Sí,Sí,"C. Sardenya, 466",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Pati de l'escola Lluís Vives i d'Institut Lluís Vives,080193|PATI_DE_L_ESCOLA_LLUIS_VIVES_I_D_INSTITUT_LLUIS_VIVES,41.37177,2.128533,Sí,Sí,No,Sí,No,"C. Canalejas, 107 (entrada pel C. Riera Blanca)",Patis d'Escola,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola,Sí,Restringit,True
Pati de l'escola Víctor Català,080193|PATI_DE_L_ESCOLA_VICTOR_CATALA,41.43964,2.1771,Sí,Sí,No,Sí,No,"C. de la Font d'en Canyelles, 35 (entrada pel C. de Santa Engràcia)",Patis d'Escola,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola,Sí,Restringit,True
Biblioteca de l'escola Mercè Rodoreda,080193|BIBLIOTECA_DE_L_ESCOLA_MERCE_RODOREDA,41.44581,2.185406,Sí,Sí,No informat,Sí,Sí,"C. del Vesuvi, 35  (entrada per Av. Meridiana)",Biblioteques,Ajuntament de Barcelona,2026-06-23 15:23:00,Biblioteca,Sí,Sí,True
Jocs d'aigua dels Entorns Casa de l'Aigua Trinitat Vella,080193|JOCS_D_AIGUA_DELS_ENTORNS_CASA_DE_L_AIGUA_TRINITAT_VELLA,41.453,2.188282,Sí,Sí,No (aire lliure),Sí,No,"Carretera de Ribes, 103 - 111",Jocs d'aigua,Ajuntament de Barcelona,2026-06-23 15:23:00,Joc d'Aigua,Sí,Sí,True
Maremagnum,080193|MAREMAGNUM,41.37511,2.183021,Sí,Sí,Sí,Sí,Sí,Moll d'Espanya 5-6,Centres comercials,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Comercial,No,Sí,True
Bebe-Té,080193|BEBE_TE,41.37584,2.161338,Sí,Sí,Sí,Sí,Sí,"C. Parlament, 7",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Siente,080193|SIENTE,41.41068,2.182774,No,Sí,Sí,Sí,Sí,"C. Rogent, 96",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Equipament Municipal de Plaça Sarrià,080193|EQUIPAMENT_MUNICIPAL_DE_PLACA_SARRIA,41.39956,2.121155,Sí,Sí,Sí,Sí,Sí,"Pl. de Sarrià, 1-4",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament de Ciutat,Sí,Restringit,False
Fundació Privada Avismón-Catalunya,080193|FUNDACIO_PRIVADA_AVISMON_CATALUNYA,41.37367,2.134907,Sí,Sí,Sí,Sí,Sí,"C. dels Jocs Florals, 59",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Mercat de la Marina,080193|MERCAT_DE_LA_MARINA,41.36052,2.139182,Sí,Sí,Sí,Sí,Sí (gratuït),Pg. Zona Franca 178-180,Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Store Endesa,080193|STORE_ENDESA,41.42942,2.159097,Sí,Sí,Sí,Sí,Sí,"Baixada de la Plana, 33",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Farmàcia Marina Oriol,080193|FARMACIA_MARINA_ORIOL,41.40124,2.202309,Sí,Sí,Sí,Sí,Sí,"C. Llull, 187",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
CC Gand House,080193|CC_GAND_HOUSE,41.40179,2.202294,Sí,Sí,Sí,Sí,Sí,"C. Marià Aguilo, 72",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
CAP Vallcarca Sant Gervasi,080193|CAP_VALLCARCA_SANT_GERVASI,41.4167,2.141258,Sí,Sí,Sí,Sí,Sí,"Av. De Vallcarca, 169-205",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Centre de Teràpies Sàlvia,080193|CENTRE_DE_TERAPIES_SALVIA,41.37446,2.158557,Sí,Sí,Sí,Sí,Sí,"C. Ricart, 3 local 1",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Digicopy Verdaguer,080193|DIGICOPY_VERDAGUER,41.39708,2.167953,Sí,Sí,Sí,Sí,No,"C. Girona, 119",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Fundacio Jordi Sierra i Fabra (Associació Xera),080193|FUNDACIO_JORDI_SIERRA_I_FABRA_ASSOCIACIO_XERA,41.37226,2.128345,Sí,Sí,Sí,Sí,Sí,"C. de Carreras i Candi, 80",Entitats culturals,Ajuntament de Barcelona,2026-06-23 15:23:00,Entitat Cultural,Sí,Sí,True
Institut Dental Sant Jordi,080193|INSTITUT_DENTAL_SANT_JORDI,41.41479,2.181333,Sí,Sí,Sí,Sí,Sí,"C. Indústria, 298-300",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
CGG Montmany,080193|CGG_MONTMANY,41.40506,2.159132,Sí,Sí,Sí,Sí,Sí,"C. Montmany, 45",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
CGG Penitents,080193|CGG_PENITENTS,41.42113,2.140286,Sí,Sí,Sí,Sí,Sí,"Passeig Vall d'Hebron, 76-78",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
Farmàcia 24 Hores Antoni Torres,080193|FARMACIA_24_HORES_ANTONI_TORRES,41.38864,2.159183,Sí,Sí,Sí,Sí,No,"C. Aribau, 62",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Farmacia Virrei Amat,080193|FARMACIA_VIRREI_AMAT,41.43062,2.174537,Sí,No,Sí,Sí,No,"C. del Doctor Pi i Molist, 1",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Llanes Santa Eulàlia,080193|LLANES_SANTA_EULALIA,41.43065,2.172745,No,Sí,Sí,Sí,Sí,"C. Pere d'Artés, 6",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
V Natura,080193|V_NATURA,41.43017,2.176241,Sí,No,Sí,Sí,No,"Pg. de Fabra i Puig, 205",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Moda interior dona i home Alfonsita,080193|MODA_INTERIOR_DONA_I_HOME_ALFONSITA,41.43018,2.175361,Sí,Sí,Sí,Sí,No,"Pg. de Fabra i Puig, 223-225",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
El rei del Peix,080193|EL_REI_DEL_PEIX,41.43026,2.186018,Sí,Sí,Sí,Sí,No,"Rbla. de Fabra i Puig, 78",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Xarcuteria Gasch,080193|XARCUTERIA_GASCH,41.4302,2.18684,Sí,Sí,Sí,Sí,No,"Rbla. de Fabra i Puig, 88-92",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Farmàcia Estruch,080193|FARMACIA_ESTRUCH,41.37336,2.131451,Sí,Sí,Sí,Sí,Sí,"Rbla. de Badal, 156",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Alibri Llibreria,080193|ALIBRI_LLIBRERIA,41.38792,2.16485,Sí,Sí,Sí,Sí,Sí,"C. Balmes, 26",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
